지점,지점명,일시,평균기온(°C),강수 계속시간(hr),평균 이슬점온도(°C),평균 상대습도(%),일 최심적설(cm)
106,동해시,2023-11-17,6.6,,-5.6,43.1,
106,동해시,2023-11-18,5,,-11.2,30.1,
106,동해시,2023-11-19,10.8,,-1.8,41.6,
106,동해시,2023-11-20,9.1,,-0.4,52.6,
106,동해시,2023-11-21,11.7,,-2.2,38.6,
106,동해시,2023-11-22,13.3,,1.3,46.3,
106,동해시,2023-11-23,16,,-1,35,
106,동해시,2023-11-24,3.9,,-14.8,24.5,
106,동해시,2023-11-25,1.6,,-11.3,40.6,
106,동해시,2023-11-26,6.8,,-5.7,41.6,
106,동해시,2023-11-27,10.3,,1.3,53.8,
106,동해시,2023-11-28,5.9,0,-8.5,36,
106,동해시,2023-11-29,4.5,0,-9.2,37,
106,동해시,2023-11-30,0.4,,-13.8,34,
106,동해시,2023-12-01,1.7,,-13.8,31.3,
106,동해시,2023-12-02,5.4,,-7.4,39.4,
106,동해시,2023-12-03,4.8,,-6.8,44.1,
106,동해시,2023-12-04,7.2,,-8.5,32.1,
106,동해시,2023-12-05,7,,-1.5,55.9,
106,동해시,2023-12-06,9.4,,1.2,58.3,
106,동해시,2023-12-07,9.1,,-6.1,34.8,
106,동해시,2023-12-08,13.7,,1.6,44,
106,동해시,2023-12-09,16,,7.3,58.1,
106,동해시,2023-12-10,12.3,,8.2,77.8,
106,동해시,2023-12-11,10.1,,9.9,98.8,
106,동해시,2023-12-12,5.5,,4.9,96.5,
106,동해시,2023-12-13,7.6,,3.7,77.9,
106,동해시,2023-12-14,8,,6.7,91.9,
106,동해시,2023-12-15,4.2,,3.7,96.9,
106,동해시,2023-12-16,1.1,,-7.8,55.9,
106,동해시,2023-12-17,-4.6,,-21,27,
106,동해시,2023-12-18,-2.2,,-17.2,31.5,
106,동해시,2023-12-19,0.5,,-9.7,47.1,
106,동해시,2023-12-20,-1.5,,-14,38.9,
106,동해시,2023-12-21,-5.3,,-22,25.6,
106,동해시,2023-12-22,-4.8,,-21.1,27.4,
106,동해시,2023-12-23,-1.3,,-17.3,29.3,
106,동해시,2023-12-24,1,,-9.5,45.9,
106,동해시,2023-12-25,2.1,,-7.8,48.5,
106,동해시,2023-12-26,4.5,,-6.6,45.4,
106,동해시,2023-12-27,3,,-3,65.6,
106,동해시,2023-12-28,4.9,,-4.5,54.8,
106,동해시,2023-12-29,4.8,,-4.6,51.1,
106,동해시,2023-12-30,5.5,,-1.4,64.4,
106,동해시,2023-12-31,4.5,,3.4,93.6,
106,동해시,2024-01-01,4.6,,1.3,79.9,
106,동해시,2024-01-02,6.6,,-1.9,54.9,
106,동해시,2024-01-03,5.1,,-3.7,53.9,
106,동해시,2024-01-04,4.3,,-6.2,47.8,
106,동해시,2024-01-05,8,,-2.3,48.5,
106,동해시,2024-01-06,5,,-10.4,33.5,
106,동해시,2024-01-07,0.6,,-16.4,28.1,
106,동해시,2024-01-08,-0.5,,-15.4,32.4,
106,동해시,2024-01-09,3.7,,-4.5,54.8,
106,동해시,2024-01-10,3.4,,-3,63.3,
106,동해시,2024-01-11,4.7,,-6.1,47.9,
106,동해시,2024-01-12,5.8,,-9,36.1,
106,동해시,2024-01-13,2.1,,-9.8,43.8,
106,동해시,2024-01-14,6.6,,-5.3,44.1,
106,동해시,2024-01-15,2.9,,-6.4,50.8,
106,동해시,2024-01-16,2.2,,-8.5,47.1,
106,동해시,2024-01-17,7.4,,-3.7,50,
106,동해시,2024-01-18,7.1,,3,75.9,
106,동해시,2024-01-19,4.6,,0.5,75,
106,동해시,2024-01-20,3,,2.6,97.3,
106,동해시,2024-01-21,3,,0.4,83.6,
106,동해시,2024-01-22,-1.5,,-11.3,49,
106,동해시,2024-01-23,-6.7,,-18.2,40,
106,동해시,2024-01-24,-5.5,,-18.3,35.9,
106,동해시,2024-01-25,-2,,-13.9,40.8,
106,동해시,2024-01-26,1,,-10.1,44.4,
106,동해시,2024-01-27,2.4,,-6.1,54.5,
106,동해시,2024-01-28,1.5,,-6.1,57.6,
106,동해시,2024-01-29,1.4,,-6.1,58.5,
106,동해시,2024-01-30,1.6,,-3.3,70.5,
106,동해시,2024-01-31,5.4,,-2,61.3,
106,동해시,2024-02-01,2.3,,-0.2,84.1,
106,동해시,2024-02-02,1.8,,0.9,94.6,
106,동해시,2024-02-03,3,,1.6,91.3,
106,동해시,2024-02-04,3.8,,1.2,83.8,
106,동해시,2024-02-05,2,,1.7,98.5,
106,동해시,2024-02-06,0.8,,-2,81.5,
106,동해시,2024-02-07,1.4,,-1.4,82.3,
106,동해시,2024-02-08,1.5,,-2.7,74.6,
106,동해시,2024-02-09,2.2,,-2.5,72.5,
106,동해시,2024-02-10,4,,-6.3,47.5,
106,동해시,2024-02-11,3.5,,-7.3,46.5,
106,동해시,2024-02-12,5.7,,-4.3,49,
106,동해시,2024-02-13,11.1,,0,46.8,
106,동해시,2024-02-14,13.9,,6.3,60.9,
106,동해시,2024-02-15,4.7,,3.2,91.4,
106,동해시,2024-02-16,2.8,,-0.9,78.1,
106,동해시,2024-02-17,6.5,,-1.5,58,
106,동해시,2024-02-18,9.4,,0.9,57.6,
106,동해시,2024-02-19,8.8,,8.3,97.1,
106,동해시,2024-02-20,4.3,,4,98.4,
106,동해시,2024-02-21,2.9,,2.3,96.1,
106,동해시,2024-02-22,0.6,,-0.3,94.1,
106,동해시,2024-02-23,0.7,,-2,82.4,
106,동해시,2024-02-24,1.2,,-1.2,84.5,
106,동해시,2024-02-25,2.4,,0.7,89.1,
106,동해시,2024-02-26,3,,-0.3,79,
106,동해시,2024-02-27,3.4,,-2.6,65.5,
106,동해시,2024-02-28,4.2,,-0.3,73.1,
106,동해시,2024-02-29,4.5,,0.5,76.1,
106,동해시,2024-03-01,1.5,,-15.3,31,
106,동해시,2024-03-02,1.2,,-13.1,34.3,
106,동해시,2024-03-03,5.7,,-3.5,54,
106,동해시,2024-03-04,5.7,,-0.6,65.3,
106,동해시,2024-03-05,5,,2.8,86,
106,동해시,2024-03-06,3.6,,0.5,80.9,
106,동해시,2024-03-07,4.3,,0.5,77.3,
106,동해시,2024-03-08,4.3,,-8.2,40.3,
106,동해시,2024-03-09,2.1,,-7.1,51.3,
106,동해시,2024-03-10,5.4,,-5.3,47.4,
106,동해시,2024-03-11,8.5,,-3.2,44,
106,동해시,2024-03-12,5.5,,-0.2,67.5,
106,동해시,2024-03-13,8.2,,-3.9,48,
106,동해시,2024-03-14,10.8,,-3.2,38,
106,동해시,2024-03-15,15.5,,-5.1,24.4,
106,동해시,2024-03-16,11.5,,5.9,69.1,
106,동해시,2024-03-17,11.8,,-1,42.5,
106,동해시,2024-03-18,7.7,,-3.6,46.4,
106,동해시,2024-03-19,8.6,,-4.2,45.9,
106,동해시,2024-03-20,2.1,,0.5,89.3,
106,동해시,2024-03-21,4.7,,-3.5,56.3,
106,동해시,2024-03-22,8,,3,72.5,
106,동해시,2024-03-23,7.7,,6.5,92.5,
106,동해시,2024-03-24,8.8,,6.3,85.4,
106,동해시,2024-03-25,8.8,,6.1,83.6,
106,동해시,2024-03-26,5,,3.4,90.1,
106,동해시,2024-03-27,8.4,,5,80.8,
106,동해시,2024-03-28,10,,7,82.4,
106,동해시,2024-03-29,12.9,,-0.8,39.4,
106,동해시,2024-03-30,9.8,,0,54.5,
106,동해시,2024-03-31,9.8,,1.7,59.8,
106,동해시,2024-04-01,10.9,,0.8,52.3,
106,동해시,2024-04-02,11.7,,3.6,60.9,
106,동해시,2024-04-03,8.8,,6.1,83.5,
106,동해시,2024-04-04,10.2,,3.7,65.1,
106,동해시,2024-04-05,10.8,,4.1,64.5,
106,동해시,2024-04-06,15.5,,5.1,51.3,
106,동해시,2024-04-09,8.6,,-0.1,55.1,
106,동해시,2024-04-10,10.3,,4.2,67.9,
106,동해시,2024-04-11,14.4,,7,61.5,
106,동해시,2024-04-12,16,,8.9,63.6,
106,동해시,2024-04-13,17.7,,9,57.6,
106,동해시,2024-04-14,17.4,,9.2,60.4,
106,동해시,2024-04-15,15,,11.2,79.1,
106,동해시,2024-04-16,18.5,,6.9,49.3,
106,동해시,2024-04-17,15.7,,7.2,59.5,
106,동해시,2024-04-18,14,,9.7,76,
106,동해시,2024-04-19,17.9,,8.4,57.8,
106,동해시,2024-04-20,13.2,,11.9,92,
106,동해시,2024-04-21,14.1,,12.5,90.5,
106,동해시,2024-04-22,14.6,,10.4,76.5,
106,동해시,2024-04-23,13.5,,9.3,76.9,
106,동해시,2024-04-24,10.4,,8.7,89.6,
106,동해시,2024-04-25,18.4,,8.7,54.8,
106,동해시,2024-04-26,19,,7.2,49.3,
106,동해시,2024-04-27,20.3,,8.3,47.6,
106,동해시,2024-04-28,16.3,,10.1,67.6,
106,동해시,2024-04-29,13.5,,8.9,74.1,
106,동해시,2024-04-30,12.9,,8.2,74,
106,동해시,2024-05-01,12.9,,7.2,69.6,
106,동해시,2024-05-02,14.1,,6.2,60.1,
106,동해시,2024-05-03,17.8,,8.7,56.6,
106,동해시,2024-05-04,17.5,,10,63,
106,동해시,2024-05-05,17.1,,13,78.8,
106,동해시,2024-05-06,19.1,,12.3,67.9,
106,동해시,2024-05-07,11.3,,10.2,93.6,
106,동해시,2024-05-08,11.7,,7.2,75.1,
106,동해시,2024-05-09,18.2,,5.6,47,
106,동해시,2024-05-10,22.5,,7,37.9,
106,동해시,2024-05-11,20.6,,9.3,49.8,
106,동해시,2024-05-12,17.9,,10.6,65.1,
106,동해시,2024-05-13,17.5,,5.1,45.5,
106,동해시,2024-05-14,20.7,,6.3,40.5,
106,동해시,2024-05-15,15.8,,8.6,67.4,
106,동해시,2024-05-16,11.4,,6.7,75.1,
106,동해시,2024-05-17,19.7,,7.4,45.3,
106,동해시,2024-05-18,24.5,,6.1,31.6,
106,동해시,2024-05-19,20,,10.7,57.8,
106,동해시,2024-05-20,15,,12,82.9,
106,동해시,2024-05-21,15.2,,11.3,78.5,
106,동해시,2024-05-22,18.5,,12.6,70.8,
106,동해시,2024-05-23,25.2,,10.4,40.6,
106,동해시,2024-05-24,17.4,,12.3,72.6,
106,동해시,2024-05-25,16.3,,10.8,71.6,
106,동해시,2024-05-26,18.1,,13.8,76.9,
106,동해시,2024-05-27,21.4,,8.9,45.5,
106,동해시,2024-05-28,16.6,,10.3,67.3,
106,동해시,2024-05-29,19.5,,9.1,53.5,
106,동해시,2024-05-30,20.6,,10.9,54.4,
106,동해시,2024-05-31,19.5,,12.6,65.5,
106,동해시,2024-06-01,16.5,,13.5,83.1,
106,동해시,2024-06-02,16.2,,12.9,82,
106,동해시,2024-06-03,16.7,,12.7,78.9,
106,동해시,2024-06-04,17.2,,12.9,76.9,
106,동해시,2024-06-05,18.4,,14.5,78.6,
106,동해시,2024-06-06,19.1,,16.1,83.8,
106,동해시,2024-06-07,19.3,,15,77,
106,동해시,2024-06-08,20.2,,16.1,78.6,
106,동해시,2024-06-09,21.2,,16.1,74.8,
106,동해시,2024-06-10,23.5,,15.5,62.1,
106,동해시,2024-06-11,25.8,,16.2,56.1,
106,동해시,2024-06-12,25.7,,13.2,48.6,
106,동해시,2024-06-13,24,,17.5,68.3,
106,동해시,2024-06-14,22.9,,18.9,79,
106,동해시,2024-06-15,22.2,,19.6,86.3,
106,동해시,2024-06-16,22.5,,16.6,70.9,
106,동해시,2024-06-17,27.3,,12.1,39.5,
106,동해시,2024-06-18,25.6,,15.5,55.5,
106,동해시,2024-06-19,25.9,,17.5,60,
106,동해시,2024-06-20,25.3,,17.9,65.1,
106,동해시,2024-06-21,22.4,,17.2,73.6,
106,동해시,2024-06-22,21.4,,19.9,91.5,
106,동해시,2024-06-23,22.2,,20.9,92.8,
106,동해시,2024-06-24,22.9,,19.6,83,
106,동해시,2024-06-25,23.1,,14.4,59.6,
106,동해시,2024-06-26,23.3,,15.7,63.5,
106,동해시,2024-06-27,24.4,,17.4,66.9,
106,동해시,2024-06-28,22.4,,18,76.9,
106,동해시,2024-06-29,24.1,,18.7,73,
106,동해시,2024-06-30,22.5,,20.4,88.9,
106,동해시,2024-07-01,23.6,,20,81.3,
106,동해시,2024-07-02,21.7,,20.5,93.6,
106,동해시,2024-07-03,25.8,,20.5,74.5,
106,동해시,2024-07-04,28.5,,20.2,62,
106,동해시,2024-07-05,28.5,,18.5,55.9,
106,동해시,2024-07-06,27.7,,20.9,67.5,
106,동해시,2024-07-07,26.3,,21.5,75.9,
106,동해시,2024-07-08,23.9,,22.4,91.6,
106,동해시,2024-07-09,23.5,,22.2,92.6,
106,동해시,2024-07-10,23.6,,21.4,88.1,
106,동해시,2024-07-11,23.6,,20.9,85.5,
106,동해시,2024-07-12,24.2,,21.8,87.3,
106,동해시,2024-07-13,22.6,,21.1,91.8,
106,동해시,2024-07-14,22.3,,21,92.9,
106,동해시,2024-07-15,23.1,,21.5,91.4,
106,동해시,2024-07-16,24.3,,22.7,91,
106,동해시,2024-07-17,25.3,,23.1,88.6,
106,동해시,2024-07-18,24.7,,22.9,90.4,
106,동해시,2024-07-19,27.5,,21.5,71,
106,동해시,2024-07-20,26.3,,21.4,75.3,
106,동해시,2024-07-21,30.2,,20.8,58.3,
106,동해시,2024-07-22,29.1,,22.6,68.5,
106,동해시,2024-07-23,29.7,,21.9,64,
106,동해시,2024-07-24,27.8,,22.6,74.6,
106,동해시,2024-07-25,28.7,,23.5,74.9,
106,동해시,2024-07-26,29.1,,24,75,
106,동해시,2024-07-27,27.4,,24.6,85.3,
106,동해시,2024-07-28,30.1,,23.8,70.3,
106,동해시,2024-07-29,32.2,,22.2,56.1,
106,동해시,2024-07-30,31.9,,23.3,61.1,
106,동해시,2024-07-31,30,,23.2,68.1,
106,동해시,2024-08-01,30.6,,23.1,65.5,
106,동해시,2024-08-02,30.4,,24.8,73.1,
106,동해시,2024-08-03,31,,23.7,66.5,
106,동해시,2024-08-04,28.7,,25.1,81.6,
106,동해시,2024-08-05,27.7,,25.1,86.3,
106,동해시,2024-08-06,27.7,,24.3,82.6,
106,동해시,2024-08-07,28.1,,23.7,78,
106,동해시,2024-08-08,26.7,,23.3,82.5,
106,동해시,2024-08-09,27.1,,23.8,83.1,
106,동해시,2024-08-10,27.3,,23.9,82.5,
106,동해시,2024-08-11,26.4,,23,82.5,
106,동해시,2024-08-12,26.3,,23.2,83.9,
106,동해시,2024-08-13,26.9,,23,80.4,
106,동해시,2024-08-14,26.8,,23,80.6,
106,동해시,2024-08-15,27.4,,23.1,78.4,
106,동해시,2024-08-16,27.6,,23.7,79.9,
106,동해시,2024-08-17,27.4,,23.9,81.8,
106,동해시,2024-08-18,27.3,,23.3,79.9,
106,동해시,2024-08-19,28,,24.3,81.1,
106,동해시,2024-08-20,28.4,,25.7,85.9,
106,동해시,2024-08-21,27.3,,25.5,90.5,
106,동해시,2024-08-22,31.4,,23.5,64.9,
106,동해시,2024-08-23,30.8,,20.8,56,
106,동해시,2024-08-24,29,,22.6,69.5,
106,동해시,2024-08-25,27.4,,23.9,82.1,
106,동해시,2024-08-26,26.4,,23.9,86.5,
106,동해시,2024-08-27,23.4,,22.1,92.5,
106,동해시,2024-08-28,23.4,,21.8,91.3,
106,동해시,2024-08-29,24.9,,23.7,93.3,
106,동해시,2024-08-30,25.6,,23.3,87.8,
106,동해시,2024-08-31,24.6,,20.7,80,
106,동해시,2024-09-01,25.6,,21,76.9,
106,동해시,2024-09-02,24.2,,20.3,79.8,
106,동해시,2024-09-03,23.1,,18.3,75.9,
106,동해시,2024-09-04,23.2,,18.5,76.4,
106,동해시,2024-09-05,26.9,,21.1,71.8,
106,동해시,2024-09-06,23.1,,21,88.5,
106,동해시,2024-09-07,24.1,,20.9,82.5,
106,동해시,2024-09-08,24.4,,22,87.3,
106,동해시,2024-09-09,25.3,,22.7,86.5,
106,동해시,2024-09-10,26.4,,23.2,83.9,
106,동해시,2024-09-11,26.7,,23.5,83.5,
106,동해시,2024-09-12,23.1,,21.6,92,
106,동해시,2024-09-13,25.1,,23.5,91.3,
106,동해시,2024-09-14,24,,22.1,89.5,
106,동해시,2024-09-15,22.1,,21.6,97,
106,동해시,2024-09-16,23,,20.9,88.8,
106,동해시,2024-09-17,26.2,,24.1,89,
106,동해시,2024-09-18,25,,23.6,92.3,
106,동해시,2024-09-19,25.5,,23.8,90.9,
106,동해시,2024-09-20,24.2,,22.3,89.5,
106,동해시,2024-09-21,19.8,,19.3,97,
106,동해시,2024-09-22,17.8,,17.2,96.9,
106,동해시,2024-09-23,17.6,,13.2,77,
106,동해시,2024-09-24,18,,14.1,79.4,
106,동해시,2024-09-25,20.4,,18.1,87.6,
106,동해시,2024-09-26,21.8,,19.3,86.8,
106,동해시,2024-09-27,21.4,,19.3,88.4,
106,동해시,2024-09-28,20.5,,17.1,82.3,
106,동해시,2024-09-29,19.9,,16.7,82.8,
106,동해시,2024-09-30,19.9,,15.9,78.9,
106,동해시,2024-10-01,20.3,,13,63.9,
106,동해시,2024-10-02,16,,8,61.4,
106,동해시,2024-10-03,15,,12.2,84.4,
106,동해시,2024-10-04,16.7,,10.8,70.4,
106,동해시,2024-10-05,16.8,,12.2,76.4,
106,동해시,2024-10-06,17.2,,14.2,83.5,
106,동해시,2024-10-07,17.8,,13.8,78.4,
106,동해시,2024-10-08,15.2,,13.9,92.3,
106,동해시,2024-10-09,16.4,,13.1,81.9,
106,동해시,2024-10-10,16.4,,12.4,79.1,
106,동해시,2024-10-11,17.1,,13.2,79.4,
106,동해시,2024-10-12,17.3,,11.9,72.6,
106,동해시,2024-10-13,17.8,,14,79.3,
106,동해시,2024-10-14,18.1,,15.6,85.9,
106,동해시,2024-10-15,18.9,,16.9,88.5,
106,동해시,2024-10-16,17.6,,15,85.1,
106,동해시,2024-10-17,17.4,,14.6,85,
106,동해시,2024-10-18,17.3,,15.6,90,
106,동해시,2024-10-19,14.1,,11.8,86.9,
106,동해시,2024-10-20,13.1,,5.4,60.6,
106,동해시,2024-10-21,15.5,,11.9,80.3,
106,동해시,2024-10-22,16,,15.1,95.3,
106,동해시,2024-10-23,16.5,,7.4,57,
106,동해시,2024-10-24,13.3,,6,63.5,
106,동해시,2024-10-25,15.1,,11,78.4,
106,동해시,2024-10-26,16.2,,13.4,84.5,
106,동해시,2024-10-27,16.5,,12.6,79.4,
106,동해시,2024-10-28,13.7,,11.3,86.1,
106,동해시,2024-10-29,13.2,,9.5,80.5,
106,동해시,2024-10-30,14.7,,9.6,73.3,
106,동해시,2024-10-31,14.5,,10.6,79,
106,동해시,2024-11-01,14.5,,10.5,77.5,
106,동해시,2024-11-02,16.9,,13.1,78.9,
106,동해시,2024-11-03,15.5,,11.1,76.5,
106,동해시,2024-11-04,17,,9.4,61.6,
106,동해시,2024-11-05,11.3,,9.1,87.4,
106,동해시,2024-11-06,9.5,,0.1,54.4,
106,동해시,2024-11-07,10.5,,6.1,75.6,
106,동해시,2024-11-08,11,,7.8,82,
106,동해시,2024-11-09,12.2,,9.5,84.4,
106,동해시,2024-11-10,13.6,,9.8,79.1,
106,동해시,2024-11-11,14.9,,11.2,79.8,
106,동해시,2024-11-12,15.6,,9.2,68.5,
106,동해시,2024-11-13,14,,9.8,76.6,
106,동해시,2024-11-14,14.4,,10.4,78.4,
106,동해시,2024-11-15,15.3,,11.6,79.9,
106,동해시,2024-11-16,18,,13.7,77.1,
106,동해시,2024-11-17,13.2,,5.4,59.6,
106,동해시,2024-11-18,6.1,,-3.9,49.4,
106,동해시,2024-11-19,6.5,,1,69.3,
106,동해시,2024-11-20,9.2,,0,53.8,
106,동해시,2024-11-21,10.8,,0.9,51,
106,동해시,2024-11-22,9.5,,-1.6,46.1,
106,동해시,2024-11-23,6.4,,1.5,72.3,
106,동해시,2024-11-24,7.1,,2.6,74.9,
106,동해시,2024-11-25,10.9,,3.6,61.6,
106,동해시,2024-11-26,10.4,,2.4,59.9,
106,동해시,2024-11-27,3.8,,-4.8,53.6,
106,동해시,2024-11-28,4.2,,-4.9,51.4,
106,동해시,2024-11-29,4.5,,-9.6,36.1,
106,동해시,2024-11-30,7.7,,-4,44.8,
106,동해시,2024-12-01,9.9,,1.3,56.3,
106,동해시,2024-12-02,12.3,,2.7,53.1,
106,동해시,2024-12-03,6.2,,-11.4,28.3,
106,동해시,2024-12-04,4.8,,-11.2,32.8,
106,동해시,2024-12-05,5.6,,-9.1,35.1,
106,동해시,2024-12-06,5.7,,-14.4,23.5,
106,동해시,2024-12-07,3.4,,-14.9,25.8,
106,동해시,2024-12-08,2.2,,-13.3,31.5,
106,동해시,2024-12-09,3.2,,-11.6,33.8,
106,동해시,2024-12-10,4,,-7.8,42.9,
106,동해시,2024-12-11,4.2,,-1.5,71.8,
106,동해시,2024-12-12,3.6,,-3.2,64.3,
106,동해시,2024-12-13,3.9,,-12.1,30.3,
106,동해시,2024-12-14,2.4,,-15.2,26.6,
106,동해시,2024-12-15,3.5,,-10.1,36.6,
106,동해시,2024-12-16,2.9,,-11.4,35.1,
106,동해시,2024-12-17,2.4,,-12.7,32.1,
106,동해시,2024-12-18,0.8,,-8,55.6,
106,동해시,2024-12-19,2.4,,-5.1,58.5,
106,동해시,2024-12-20,4.5,,-10.2,35,
106,동해시,2024-12-21,2.7,,-6.3,52.8,
106,동해시,2024-12-22,-0.2,,-14.3,34.4,
106,동해시,2024-12-23,3.4,,-13.7,28.3,
106,동해시,2024-12-24,2.4,,-10.8,37.9,
106,동해시,2024-12-25,4.6,,-9.9,34.8,
106,동해시,2024-12-26,5,,-12.3,29.4,
106,동해시,2024-12-27,0.4,,-16.7,27.4,
106,동해시,2024-12-28,-0.2,,-17.2,27.1,
106,동해시,2024-12-29,3.2,,-11.5,34.6,
106,동해시,2024-12-30,7.2,,-3.5,46.6,
106,동해시,2024-12-31,4,,-13.3,27.6,
106,동해시,2025-01-01,4.1,,-8.9,38.5,
106,동해시,2025-01-02,3.3,,-10.1,38.3,
106,동해시,2025-01-03,1.1,,-17.9,24.1,
106,동해시,2025-01-04,1.4,,-12.1,37.4,
106,동해시,2025-01-05,4.1,,-4.7,53,
106,동해시,2025-01-06,3.9,,-4.6,55.9,
106,동해시,2025-01-07,-0.3,,-16.3,29.3,
106,동해시,2025-01-08,-0.3,,-15.6,30.8,
106,동해시,2025-01-09,-6.8,,-24.8,23.4,
106,동해시,2025-01-10,-3.3,,-18.2,30.5,
106,동해시,2025-01-11,-1.4,,-12.2,43.5,
106,동해시,2025-01-12,1.3,,-14.6,30.8,
106,동해시,2025-01-13,1.6,,-9.8,43,
106,동해시,2025-01-14,4.9,,-4.6,51.4,
106,동해시,2025-01-15,-0.6,,-20,21.8,
106,동해시,2025-01-16,1.4,,-10.2,42.3,
106,동해시,2025-01-17,2,,-6.9,52.8,
106,동해시,2025-01-18,4.6,,-8.5,38.5,
106,동해시,2025-01-19,5.3,,-9.5,35.9,
106,동해시,2025-01-20,4.6,,-2.6,60.6,
106,동해시,2025-01-21,3.8,,-3.1,62.5,
106,동해시,2025-01-22,5.1,,-5.5,46.9,
106,동해시,2025-01-23,3.2,,-7.5,47,
106,동해시,2025-01-24,3.1,,-1.1,74.9,
106,동해시,2025-01-25,3.2,,0.4,83,
106,동해시,2025-01-26,3.1,,-1.2,73.3,
106,동해시,2025-01-27,2.2,,-4.4,64.3,
106,동해시,2025-01-28,-0.4,,-10.6,46.1,
106,동해시,2025-01-29,-1.3,,-15.1,34.8,
106,동해시,2025-01-30,1.3,,-15.7,28,
106,동해시,2025-01-31,3.3,,-3.8,59.6,
106,동해시,2025-02-01,3.4,,-1.8,69,
106,동해시,2025-02-02,2.7,,-1.3,75.9,
106,동해시,2025-02-03,0.5,,-16,29.8,
106,동해시,2025-02-04,-5.2,,-20.9,28.4,
106,동해시,2025-02-05,-5.2,,-23.8,22.1,
106,동해시,2025-02-06,-2.7,,-20.7,24.9,
106,동해시,2025-02-07,-5.3,,-18.6,36,
106,동해시,2025-02-08,-5,,-18.8,34.1,
106,동해시,2025-02-09,-1.9,,-14.1,40.6,
106,동해시,2025-02-10,0.1,,-14.7,32.8,
106,동해시,2025-02-11,1.9,,-11.1,38.6,
106,동해시,2025-02-12,5.4,,-6.6,42.5,
106,동해시,2025-02-13,3.3,,-16.5,23.5,
106,동해시,2025-02-14,7.6,,-9.7,29.1,
106,동해시,2025-02-15,6.4,,-9.7,32,
106,동해시,2025-02-16,7.8,,-5,40.8,
106,동해시,2025-02-17,2.4,,-14.1,30.4,
106,동해시,2025-02-18,0.5,,-17.6,25.9,
106,동해시,2025-02-19,-0.5,,-14.6,33.8,
106,동해시,2025-02-20,-0.5,,-13.9,36,
106,동해시,2025-02-21,-0.2,,-14.8,33.1,
106,동해시,2025-02-22,-0.7,,-12.9,40.4,
106,동해시,2025-02-23,-0.7,,-17.8,27.1,
106,동해시,2025-02-24,1.3,,-13.8,32.1,
106,동해시,2025-02-25,5.4,,-12.6,27,
106,동해시,2025-02-26,7.7,,-11.1,27.1,
106,동해시,2025-02-27,9.4,,-12.3,23.1,
106,동해시,2025-02-28,11,,-4.9,34,
106,동해시,2025-03-01,9.4,,-1.3,50.3,
106,동해시,2025-03-02,6.4,,1.8,74.8,
106,동해시,2025-03-03,1.8,,-3.4,70.3,
106,동해시,2025-03-04,2.7,,-0.6,80.1,
106,동해시,2025-03-05,2.6,,0.8,88.5,
106,동해시,2025-03-06,2.8,,-0.2,81.1,
106,동해시,2025-03-07,3.5,,-1.5,71.1,
106,동해시,2025-03-08,6.7,,-2.1,55.4,
106,동해시,2025-03-09,6.1,,-2.3,56.5,
106,동해시,2025-03-10,8,,0.1,57.9,
106,동해시,2025-03-11,9.3,,-1.4,48.9,
106,동해시,2025-03-12,12.6,,-0.8,40.6,
106,동해시,2025-03-13,9.8,,-7.7,29.5,
106,동해시,2025-03-14,8.9,,-0.6,52.4,
106,동해시,2025-03-15,7.5,,1.8,68.1,
106,동해시,2025-03-16,4.7,,1.9,83,
106,동해시,2025-03-17,2.3,,-2.9,71.3,
106,동해시,2025-03-18,1.4,,-2,78.8,
106,동해시,2025-03-19,2.8,,-5.3,58.6,
106,동해시,2025-03-20,10.3,,-4.3,36.8,
106,동해시,2025-03-21,16.3,,-3,28,
106,동해시,2025-03-22,20.6,,-2.9,20.8,
106,동해시,2025-03-23,12.4,,6,70.1,
106,동해시,2025-03-24,17.8,,2.5,43.6,
106,동해시,2025-03-25,13.9,,5.9,62,
106,동해시,2025-03-26,10.8,,7.6,81.5,
106,동해시,2025-03-27,9,,6.8,86.6,
106,동해시,2025-03-28,4.8,,3.3,90.5,
106,동해시,2025-03-29,4.6,,-8.8,42.5,
106,동해시,2025-03-30,3.5,,-11.5,33.9,
106,동해시,2025-03-31,6.5,,-2.6,52.6,
106,동해시,2025-04-01,9.3,,-0.1,53.1,
106,동해시,2025-04-02,8.7,,3,68.3,
106,동해시,2025-04-03,8.4,,3.3,71,
106,동해시,2025-04-04,8.8,,4.9,77.3,
106,동해시,2025-04-05,10.2,,4.1,67.8,
106,동해시,2025-04-06,11.6,,1.5,53.9,
106,동해시,2025-04-07,13.4,,2.7,50.3,
106,동해시,2025-04-08,13.8,,3.6,52.4,
106,동해시,2025-04-09,11.9,,5.1,64.8,
106,동해시,2025-04-10,11.9,,6.9,72.4,
106,동해시,2025-04-11,12.4,,6.5,68.8,
106,동해시,2025-04-12,12.5,,7.2,71.4,
106,동해시,2025-04-13,7.9,,-1.4,52.5,
106,동해시,2025-04-14,6.2,,0.4,67.3,
106,동해시,2025-04-15,10.4,,-0.3,48.8,
106,동해시,2025-04-16,15.4,,3.5,46.1,
106,동해시,2025-04-17,16.9,,8.1,57.4,
106,동해시,2025-04-18,16,,10.4,70,
106,동해시,2025-04-19,13.2,,9.7,80,
106,동해시,2025-04-20,11.6,,8.9,83.9,
